trialIndexGlobal,timestampMs,mouseX,mouseY
46,90253,816,286
46,90354,820,292
46,90454,744,295
46,90570,638,260
46,90672,670,294
46,90786,738,440
46,90887,784,510
46,91003,802,656
46,91104,735,703
46,91220,735,712
46,91320,735,713
46,91437,735,713
46,91536,735,713
47,91537,735,713
47,91638,735,713
47,91739,735,713
47,91854,735,713
47,91971,735,713
47,92071,735,713
47,92171,735,713
47,92288,750,684
47,92403,766,632
47,92520,772,616
47,92620,772,616
47,92737,950,533
47,92854,1051,566
47,92970,1218,372
47,93070,1245,282
47,93171,1230,255
47,93288,1212,241
47,93404,1210,238
47,93507,1210,238
48,93520,1210,238
48,93636,1210,238
48,93737,1210,238
48,93853,1210,238
48,93970,1210,238
48,94070,1210,238
48,94187,1210,238
48,94303,967,380
48,94403,903,412
48,94503,884,416
48,94604,835,406
48,94720,866,433
48,94821,940,431
48,94937,999,360
48,95037,1058,392
48,95137,1088,402
48,95253,1130,386
48,95354,1061,382
48,95470,996,372
48,95570,1101,311
48,95687,1256,277
48,95804,1266,272
48,95904,1266,272
48,96004,1266,272
48,96120,1244,282
48,96220,1243,282
48,96321,1243,282
48,96385,1243,282
49,96437,1243,282
49,96553,1243,282
49,96654,1243,282
49,96754,1243,282
49,96854,1243,282
49,96970,1243,282
49,97087,1243,282
49,97189,1243,282
49,97303,1229,292
49,97403,971,380
49,97519,895,401
49,97620,879,377
49,97720,919,340
49,97836,998,389
49,97938,1015,398
49,98053,1017,398
49,98153,1030,397
49,98270,963,365
49,98370,960,358
49,98487,957,354
49,98603,957,354
49,98686,957,354
50,98703,957,354
